"시점",전국,수도권,지방,서울,서울,서울,서울,서울,서울,광역시,광역시,광역시,광역시,광역시,광역시,세종,도,도,도,도,도,도,도,도,도
"시점",소계,소계,소계,서울,도심권,동북권,동남권,서북권,서남권,부산,대구,인천,광주,대전,울산,소계,경기,강원,충북,충남,전북,전남,경북,경남,제주
"2016.06",397.2,492.0,251.8,677.1,764.7,528.1,1002.8,600.7,609.3,332.3,311.1,319.7,244.0,264.6,306.8,285.6,394.0,193.6,200.9,205.4,189.1,164.4,181.1,242.6,348.6
"2016.07",388.3,478.3,257.9,657.6,778.0,534.7,963.9,613.0,589.3,339.1,315.0,325.9,249.0,262.4,310.0,314.4,393.8,198.7,204.7,204.2,184.8,171.4,186.4,249.0,377.5
"2016.08",388.3,485.4,260.8,687.3,791.5,541.6,1002.6,633.4,603.5,346.7,327.5,325.3,249.4,267.3,310.3,306.2,395.8,197.3,206.4,207.1,191.6,172.2,186.4,250.4,394.6
"2016.09",393.7,491.9,267.2,692.4,785.1,548.5,1001.7,639.4,607.2,351.0,339.8,328.3,253.1,271.9,322.8,320.7,404.3,201.0,204.1,208.1,190.8,172.0,188.6,256.7,374.1
"2016.10",388.7,490.4,271.6,688.5,788.7,558.2,989.2,654.6,610.4,353.6,336.3,338.1,259.8,274.8,330.3,340.4,406.3,200.0,214.6,207.9,196.4,177.3,195.2,260.1,390.1
"2016.11",351.7,460.1,264.8,649.1,787.8,551.9,915.0,647.4,596.0,342.9,333.1,340.0,256.2,277.6,323.1,345.2,392.0,199.0,204.6,211.3,194.9,177.5,193.3,257.2,373.2
"2016.12",346.0,458.1,260.0,666.6,783.4,546.5,981.8,632.6,584.1,344.4,327.0,339.9,260.3,272.7,317.1,316.0,385.5,197.1,207.7,208.6,193.7,176.5,189.7,251.1,396.3
"2017.01",350.0,473.1,257.4,694.4,753.7,543.6,1065.7,655.1,600.2,341.3,314.5,328.7,260.4,279.6,311.6,314.0,391.6,207.0,216.5,220.7,202.4,176.0,190.8,251.0,384.2
"2017.02",360.8,482.7,256.7,710.1,805.1,549.2,1073.5,643.6,606.7,345.0,317.1,327.6,253.8,269.2,316.1,313.1,392.4,205.1,205.4,211.4,201.0,180.2,191.1,247.0,394.2
"2017.03",378.3,493.7,255.7,716.1,826.5,558.2,1050.4,656.6,620.9,343.1,323.2,326.8,255.3,265.5,312.9,318.1,393.2,203.8,206.1,204.8,191.3,182.3,187.8,246.1,376.4
"2017.04",404.0,526.2,257.5,752.1,843.4,576.1,1077.3,685.8,633.1,354.5,320.6,329.0,257.8,265.7,303.5,342.7,408.8,199.5,204.8,205.0,189.9,181.1,184.6,244.1,366.9
"2017.05",448.9,570.7,262.6,786.9,875.7,590.4,1094.9,714.3,662.6,357.2,334.7,329.7,258.9,269.5,305.4,366.6,430.0,202.4,206.6,205.5,190.8,185.0,184.2,245.8,404.4
"2017.06",419.0,525.1,272.9,723.7,842.2,586.9,1076.5,696.5,645.8,363.6,353.9,341.0,264.0,275.3,313.2,384.5,427.0,205.9,209.7,209.8,190.5,186.6,188.5,247.6,400.2
"2017.07",451.8,565.7,277.1,767.2,848.9,594.2,1140.1,712.1,673.6,356.0,372.4,346.7,265.0,278.5,314.5,391.8,442.5,205.1,208.3,210.7,189.9,189.1,196.8,246.5,393.6
"2017.08",368.5,474.0,270.3,704.2,807.6,577.6,1069.8,682.4,631.1,353.2,354.1,353.3,266.0,281.3,320.4,349.1,412.8,203.9,211.0,211.0,193.6,185.1,200.4,250.9,361.5
"2017.09",398.0,522.6,265.1,796.6,888.8,608.5,1186.5,732.1,674.2,351.7,344.8,352.6,271.5,287.6,319.6,336.6,424.4,209.8,209.5,216.8,199.5,187.5,195.8,249.9,389.8
"2017.10",404.9,537.5,264.5,806.9,882.7,617.5,1169.6,748.0,699.6,347.8,339.9,347.5,270.4,286.5,317.1,349.7,426.8,205.1,204.0,216.5,200.9,193.3,191.8,249.7,387.8
"2017.11",431.2,586.0,266.6,865.6,898.7,642.1,1249.4,763.6,751.1,354.9,349.5,347.5,278.3,284.5,315.5,330.3,434.3,201.3,209.3,215.1,199.2,189.8,192.4,247.0,393.9
"2017.12",457.7,617.9,271.7,865.7,976.0,662.7,1221.1,769.0,735.6,366.8,355.9,340.6,280.3,297.5,315.5,342.5,466.5,207.7,211.3,215.3,204.2,192.6,194.6,245.0,403.0
"2018.01",483.4,634.2,270.9,849.6,941.3,655.9,1225.7,791.2,728.6,369.8,365.5,346.0,277.8,291.6,312.8,349.3,489.7,206.8,208.6,213.5,200.4,193.9,188.1,244.6,374.8
"2018.02",440.3,567.3,276.2,766.1,897.3,631.9,1167.8,749.2,702.1,364.6,379.3,347.1,281.1,286.2,305.1,396.8,461.6,205.2,209.8,216.9,198.2,192.4,191.2,244.9,393.5
"2018.03",403.7,524.8,270.4,742.3,952.2,609.8,1219.6,712.2,674.1,358.0,364.0,348.4,275.6,288.3,304.6,396.4,431.4,203.0,203.1,209.5,196.9,191.6,189.4,241.5,383.5
"2018.04",368.3,491.5,257.4,743.8,974.6,611.6,1204.4,715.9,676.0,338.2,352.6,337.1,276.0,283.1,295.7,391.4,411.2,200.3,200.1,206.3,192.0,180.7,181.9,236.1,355.3
"2018.05",373.9,497.8,260.3,748.8,929.6,606.8,1231.9,726.2,691.7,341.6,350.2,341.4,279.6,279.6,287.5,391.9,413.5,199.4,197.3,207.5,189.5,189.9,180.1,237.9,374.5
"2018.06",389.9,513.8,261.7,757.7,960.2,619.7,1218.8,730.6,716.2,341.2,354.4,344.6,282.8,285.2,291.3,387.1,423.1,197.9,197.4,206.8,198.9,189.5,188.3,229.4,385.9
"2018.07",443.0,586.3,257.7,863.2,1058.0,656.9,1410.9,794.6,773.5,339.5,349.8,345.0,283.3,289.8,295.2,396.6,446.7,196.6,197.2,208.4,185.9,190.1,182.0,228.6,392.1
"2018.08",529.9,652.0,272.7,881.6,1068.9,680.8,1401.7,838.0,781.1,344.6,370.0,355.6,295.6,321.2,284.3,378.8,515.1,197.4,196.3,210.0,196.1,197.3,185.8,234.9,422.5
"2018.09",443.0,545.3,285.2,867.0,1036.6,703.9,1354.8,814.4,740.3,371.3,386.8,372.2,292.7,324.7,294.2,406.7,455.6,202.5,204.1,218.1,201.2,205.7,188.9,247.6,422.7
"2018.10",364.0,468.9,271.4,821.3,947.4,700.2,1253.7,785.5,733.3,354.5,365.3,362.7,276.9,317.9,297.0,386.5,412.7,198.4,204.3,228.0,197.1,199.9,180.8,245.6,384.3
"2018.11",341.0,454.8,264.2,829.3,1033.4,688.2,1282.6,755.0,732.1,350.2,346.4,354.5,277.4,306.2,285.6,404.7,400.2,194.4,199.3,234.0,199.4,203.0,179.9,236.5,391.3
"2018.12",335.7,445.6,258.9,812.7,992.9,689.3,1273.4,745.8,718.7,343.0,347.7,349.0,278.3,294.3,289.8,399.9,395.6,194.5,192.5,218.2,200.6,197.3,180.7,235.8,372.6
"2019.01",326.3,443.5,253.8,815.7,985.6,675.2,1287.2,746.0,744.8,348.1,332.1,346.5,276.0,291.7,286.0,378.9,381.6,191.2,197.0,217.8,194.8,204.1,177.0,234.3,356.8
"2019.02",316.5,440.9,248.0,844.1,1122.7,695.5,1316.3,802.7,734.9,344.1,317.9,339.5,267.3,282.8,278.7,372.6,376.4,190.3,197.6,217.0,190.7,203.1,169.3,234.7,368.3
"2019.03",333.1,461.8,250.0,889.1,1004.1,676.6,1470.2,805.5,739.3,347.7,328.1,340.5,271.5,286.8,283.0,363.3,378.3,189.5,191.1,220.2,187.0,194.1,178.2,235.0,346.2
"2019.04",362.0,516.5,253.4,983.8,1136.9,722.1,1510.1,817.3,816.7,345.0,331.1,342.4,270.8,297.2,284.8,386.9,394.9,192.5,192.8,211.8,188.6,198.4,171.7,230.3,368.4
"2019.05",411.7,597.0,259.8,1066.8,1124.4,744.7,1605.4,907.0,875.8,353.3,336.8,341.4,270.8,301.9,291.0,386.4,428.8,191.0,192.3,219.9,189.8,201.3,175.9,239.9,386.1
"2019.06",477.4,681.7,268.4,1100.2,1209.6,784.8,1603.0,963.4,936.1,360.8,359.0,348.8,287.7,313.1,307.3,416.3,473.8,193.6,194.5,225.4,191.8,194.8,180.1,239.8,408.4
"2019.07",499.1,697.8,272.9,1072.5,1269.8,811.5,1567.2,994.5,904.2,361.4,354.2,353.3,286.8,322.7,307.5,428.0,493.2,189.4,194.8,230.3,197.7,200.0,188.3,247.3,408.0
"2019.08",455.1,636.8,278.6,1022.8,1207.9,818.8,1560.1,989.5,879.1,368.7,363.3,361.2,296.0,328.2,318.3,414.3,470.1,192.0,202.5,237.2,196.5,199.6,188.7,249.5,381.6
"2019.09",472.8,663.5,281.8,1072.2,1271.8,796.9,1607.9,986.5,887.0,376.3,371.2,371.5,297.3,332.8,323.2,436.0,478.0,192.6,208.1,246.1,198.6,198.3,194.9,247.0,379.9
"2019.10",501.7,686.6,297.5,1064.0,1229.5,826.4,1552.2,1009.1,926.3,403.3,377.4,384.3,295.9,339.0,338.6,455.1,506.4,196.8,226.2,247.4,197.4,205.1,199.6,277.1,371.5
"2019.11",508.1,681.1,333.3,1058.8,1248.3,843.2,1544.1,1048.4,943.0,454.6,402.7,402.0,308.0,349.6,331.3,484.0,523.6,200.3,244.5,280.8,217.6,208.3,204.8,287.6,413.9
"2019.12",474.0,625.0,315.2,1011.6,1231.9,822.0,1533.3,1018.7,909.5,411.8,396.3,396.4,310.2,349.1,329.3,517.7,500.3,206.1,233.6,268.5,230.7,212.2,202.0,267.4,379.6
"2020.01",439.6,555.0,300.8,903.2,1188.2,787.4,1293.9,931.4,864.7,400.3,384.0,406.5,317.0,341.3,330.5,481.2,476.6,204.3,221.5,248.0,220.0,216.6,204.7,270.0,382.5
"2020.02",442.4,540.9,295.1,934.7,1155.1,800.4,1463.8,910.5,878.4,398.8,376.0,408.9,303.8,342.2,329.7,523.1,467.6,202.5,218.9,233.5,221.5,217.1,203.5,261.2,392.2
"2020.03",394.9,501.1,272.4,911.9,1111.3,791.3,1466.1,901.0,845.8,380.7,350.8,376.8,295.6,335.0,320.8,459.4,427.5,200.3,210.1,223.4,202.1,212.2,185.1,245.7,370.5
"2020.04",369.4,489.5,268.5,949.4,1131.6,779.3,1619.3,835.7,841.5,379.0,349.5,366.2,289.7,315.8,306.7,421.7,415.4,200.8,218.1,222.3,196.0,208.8,186.0,242.8,365.1
"2020.05",419.3,563.9,291.4,1051.0,1339.8,815.1,1667.2,944.8,908.1,398.7,368.6,379.0,296.9,357.1,333.9,484.4,454.0,206.2,255.0,235.7,210.8,220.8,208.0,262.6,390.1
"2020.06",533.7,681.5,344.1,1118.2,1318.2,897.6,1678.0,1066.5,995.7,474.0,404.2,402.8,319.3,406.4,379.7,574.2,526.9,225.4,234.1,282.2,232.8,228.0,224.3,319.0,410.7
"2020.07",516.9,700.3,331.2,1122.8,1333.7,954.7,1592.0,1072.7,1039.2,442.4,422.8,382.2,321.6,373.3,362.1,653.9,541.0,216.5,205.8,264.5,215.4,226.0,207.0,292.1,413.8
"2020.08",472.8,667.9,321.0,1211.0,1460.7,1032.7,1679.0,1140.4,1068.9,439.6,418.4,389.6,327.3,394.1,335.6,662.4,518.5,213.7,210.4,248.6,207.5,222.2,199.8,266.0,390.1
"2020.09",448.0,635.6,327.2,1215.4,1416.9,1038.6,1731.9,1138.5,1048.0,453.8,430.2,393.3,335.5,389.6,349.2,577.0,511.8,213.8,216.4,267.4,212.7,221.0,205.7,286.6,395.5
"2020.10",453.6,619.3,355.1,1203.8,1439.5,1000.4,1767.1,1133.4,1055.7,469.8,441.8,391.0,373.1,410.5,386.6,573.0,516.5,218.0,228.7,258.5,229.1,216.0,212.8,313.2,422.2
"2020.11",472.7,694.6,348.6,1293.1,1439.0,1070.5,1882.7,1232.4,1119.7,409.9,437.6,425.5,382.4,434.3,381.0,618.9,570.5,221.4,264.5,293.7,240.1,225.4,254.3,314.8,425.0
"2020.12",492.2,723.3,304.5,1352.7,1493.6,1109.3,1957.5,1260.9,1200.6,350.6,389.6,465.9,345.1,422.5,330.9,629.4,581.6,239.6,250.3,293.0,224.5,231.8,228.3,275.6,404.4
"2021.01",491.3,695.7,284.6,1334.0,1471.3,1122.3,1962.0,1312.7,1194.4,378.1,363.7,446.9,306.4,418.9,313.2,614.0,566.0,239.5,248.1,246.6,199.2,214.8,213.0,258.5,393.7
"2021.02",459.9,647.8,286.2,1310.6,1527.9,1085.0,1972.1,1204.9,1166.5,390.4,380.0,437.8,321.4,415.3,307.6,652.8,548.5,229.8,246.7,239.9,200.5,213.2,215.3,255.3,415.3
"2021.03",429.1,617.2,283.1,1280.9,1502.4,1114.3,1841.7,1184.8,1143.3,388.3,383.6,431.8,312.1,395.9,304.4,654.7,530.5,225.5,233.7,240.6,202.2,210.1,210.8,262.5,408.4
"2021.04",446.9,662.1,292.5,1371.1,1497.5,1132.6,2005.0,1183.2,1246.7,414.2,399.1,431.5,317.9,402.3,323.8,658.1,544.1,225.6,230.4,241.0,213.4,213.1,211.6,270.1,448.2
"2021.05",489.6,714.9,311.5,1338.6,1621.2,1160.6,1962.2,1243.6,1154.3,439.3,399.7,446.8,336.7,417.0,350.6,724.3,596.0,236.6,243.2,248.3,223.0,223.5,223.1,293.8,452.8
"2021.06",490.5,745.9,306.4,1362.0,1574.8,1163.0,2059.5,1268.3,1230.0,431.7,382.0,481.2,348.9,426.7,347.0,677.5,630.2,236.6,239.2,258.5,224.8,227.3,228.6,293.9,414.7
"2021.07",535.5,806.9,317.2,1404.3,1625.5,1176.7,2180.5,1325.6,1238.1,450.7,397.3,544.8,358.4,450.5,360.0,628.9,676.8,246.1,255.7,262.8,232.7,237.3,239.6,303.7,414.3
"2021.08",527.3,812.5,328.7,1430.4,1607.0,1246.2,2112.0,1374.6,1258.4,457.6,399.6,560.8,390.2,449.0,365.7,710.8,680.9,253.5,270.4,268.9,251.3,236.0,246.9,329.0,491.4
"2021.09",507.4,809.7,330.8,1493.3,1661.0,1288.6,2193.5,1442.1,1251.3,448.1,406.1,545.1,402.1,454.2,363.2,701.9,680.8,250.9,283.0,278.5,254.4,246.2,242.5,332.7,466.7
"2021.10",461.1,788.6,316.3,1474.2,1637.8,1274.6,2162.5,1399.0,1244.1,416.0,404.8,524.1,399.0,454.9,358.2,635.3,657.4,261.7,271.2,273.0,234.6,245.7,224.9,311.8,448.2
"2021.11",429.9,761.3,306.9,1402.7,1524.0,1238.2,2114.3,1276.9,1147.7,421.0,399.5,519.9,375.5,438.7,351.9,717.1,645.3,261.1,264.7,262.2,231.5,234.2,219.2,296.0,394.2
"2021.12",421.1,763.0,298.5,1449.0,1666.4,1205.5,2054.0,1347.4,1186.2,395.6,394.6,505.1,376.0,411.0,339.6,682.7,632.8,253.3,251.2,257.3,238.9,227.0,224.8,294.0,403.8
"2022.01",414.4,760.0,297.7,1415.4,1455.0,1236.4,2105.5,1282.0,1168.2,415.0,395.5,492.9,355.2,423.1,358.5,692.6,643.5,252.5,255.3,260.1,238.1,230.7,218.0,288.5,399.9
"2022.02",394.3,709.6,290.1,1316.4,1669.2,1165.2,1876.5,1232.9,1076.1,407.4,387.2,498.3,341.0,425.0,348.9,692.3,624.0,254.9,243.2,248.5,230.0,216.7,214.5,287.0,412.4
"2022.03",435.2,762.7,297.5,1420.5,1633.3,1211.7,2087.7,1340.7,1154.5,438.2,385.1,517.7,367.7,406.9,349.1,672.2,658.0,257.0,245.0,252.7,236.0,239.6,215.4,286.8,455.7
"2022.04",453.1,788.4,304.4,1500.5,1613.9,1270.5,2291.8,1349.7,1227.1,422.4,396.5,515.2,372.5,416.1,359.0,682.5,655.5,269.1,251.5,255.2,243.8,221.8,217.5,291.1,465.9
"2022.05",440.9,762.8,302.1,1446.0,1688.4,1214.3,2189.7,1256.5,1192.7,422.6,393.6,505.3,357.4,404.4,359.6,675.2,629.3,263.3,254.6,247.0,246.7,227.0,221.8,287.3,452.1
"2022.06",405.2,711.7,293.1,1407.5,1431.3,1156.1,2199.5,1211.5,1203.6,415.1,386.1,493.3,364.3,402.4,335.7,668.1,597.5,262.0,252.7,236.8,234.2,222.4,223.0,278.6,454.7
"2022.07",388.2,683.8,288.8,1372.6,1257.7,1112.1,2030.9,1260.8,1170.1,399.9,400.6,498.8,335.9,399.0,319.9,620.8,578.2,251.2,242.6,240.8,226.3,230.7,217.8,275.7,382.9
"2022.08",386.6,655.2,290.6,1242.3,1548.4,1061.8,1774.2,1135.5,1069.3,413.2,398.0,497.0,353.1,384.5,332.4,627.6,560.1,257.5,227.7,244.4,225.2,221.5,212.6,279.7,431.6
"2022.09",378.6,641.9,287.1,1248.2,1227.0,1044.4,2020.8,1244.6,1050.0,423.3,387.7,487.5,341.3,401.5,331.4,592.7,554.4,242.0,232.9,235.1,212.7,213.1,219.4,276.3,442.3
"2022.10",379.3,621.7,296.1,1192.4,1223.0,1013.0,1761.7,1087.7,1036.2,445.3,400.4,483.2,342.7,393.7,331.2,623.7,546.4,246.6,236.6,245.1,234.6,202.7,210.8,284.3,395.1
"2022.11",413.4,661.3,304.8,1280.4,1531.9,932.3,1923.5,1120.6,1031.7,457.5,404.8,500.5,346.0,402.7,366.5,609.0,590.6,238.2,229.5,246.2,235.6,213.4,217.9,277.1,404.3
